"urlDrugName","rating","effectiveness","sideEffects","condition","benefitsReview","sideEffectsReview","sideEffectsNumber","effectivenessNumber","weightedRating","ratingLabel","sideEffectsInverse","benefits_preprocesado","effects_preprocesado"
"sotret",8,"Highly Effective","Moderate Side Effects","acne","acne cleared totally,skin became even.","keloid scars on the back which appeared about 5 months after the end of treatment,without any preceeding trauma to the region.


Dryness of skin and mucous membranes that was not very severe.Dizziness and tiredness sometimes.",3,5,8,1,3,"acn clear totallyskin becam even","keloid scar back appear 5 month end treatmentwithout preceed trauma region dryness skin mucous membran severedizzi tired sometim"
"prevacid",10,"Highly Effective","No Side Effects","stomach pain","After 2 days of taking the medication my stomach pain subsided.  The burning i also began to go away.  it took a full week for everything to return to normal for mw.","While I have been taking the medicaion I have not experience any side effects.  The only thing that bothered me was that it took about 2 dayss to see improvement which was not a long time but when you are uncomfortable it seems much longer.",1,5,10,1,5,"2 day take medic stomach pain subsid burn also began go away took full week everyth return normal mw","take medicaion experi side effect thing bother took 2 dayss see improv long time uncomfort seem much longer"
"cosopt",9,"Considerably Effective","Mild Side Effects","glaucoma","The pressure in my eyes decreased with use over a period of four months.","There is a mild burning in my eyes for a couple of minutes after the drops are out in.",2,4,8,1,4,"pressur eye decreas use period four month","mild burn eye coupl minut drop"
"renova",6,"Moderately Effective","Moderate Side Effects","sun damage & fine lines","Skin in certain areas (e.g. forehead, cheeks) sun damage became less noticeable. Fine lines have slightly improved. However fine lines on the lower eyelids have become worse. It was therefore, not used on fine lines on the lower eyelids the entire 1 year. I have used it approximately 4 months out of the 1 year in this area. It made it crease up and look wrinkled","Dry skin. Flaky Skin. Breakouts during the first 6-8 weeks.


Irritation to my lips even though I do not apply it here. My lips feel sore by the next morning. Under eyes creasing up",3,3,6,1,3,"skin certain area eg forehead cheek sun damag becam less notic fine line slight improv howev fine line lower eyelid becom wors therefor use fine line lower eyelid entir 1 year use approxim 4 month 1 year area made creas look wrinkl","dri skin flaki skin breakout first 68 week irrit lip even though appli lip feel sore next morn eye creas"
"depakote",4,"Highly Effective","Severe Side Effects","seizure disorder","The med. controlled my seizure disorder.","The side effects were terrible. I endured daily moderate to severe headaches which I had to treat with high dosage of ibuprofen and a 50 lb. weight gain over two months on a 5'2"" frame with no change in my diet. I could not shake the weight until I discontinued taking the med.",4,5,8,0,2,"med control seizur disord","side effect terribl endur daili moder sever headach treat high dosag ibuprofen 50 lb weight gain two month 52 frame chang diet shake weight discontinu take med"
"tekturna",10,"Highly Effective","Mild Side Effects","hypertension","Very well managed blood pressure within normal, healthy range.  I had an allergic reaction to a more common blood pressure medication, Lisinopril (which is a combination of a thiazide diuretic and an ACE inhibitor).  The newer Tekturna has worked perfectly for me with only the slightest dizziness when I rose too quickly early on, but no side effects at all after the first few weeks.","I had a very slight issue, early on in treatment (in the first few weeks only), of slight dizziness when rising quickly from either laying down or from bending over with my head down (such as when petting my cat when she was laying on the floor), but that fully resolved quite quickly. I have not had any other side effects at all.",2,5,10,1,4,"well manag blood pressur within normal healthi rang allerg reaction common blood pressur medic lisinopril combin thiazid diuret ace inhibitor newer tekturna work perfect slightest dizzi rose quick earli side effect first week","slight issu earli treatment first week slight dizzi rise quick either lay bend head pet cat lay floor fulli resolv quit quick side effect"
"renova",10,"Highly Effective","Mild Side Effects","wrinkles","smoother skin,less lines on the face and neck area,collagen in skin is firmer and supple","mild flaking, skin can become red and senatize must wear 30 block suncreen",2,5,10,1,4,"smoother skinless line face neck areacollagen skin firmer suppl","mild flake skin can becom red senat must wear 30 block suncreen"
"zegerid",1,"Moderately Effective","Severe Side Effects","acid reflux","The drug reduced the frequency of acid reflux events and the associated pain","After a few days I experienced severe muscle ache in legs such that I had difficulty climbing stairs. I also had overwhelming fatigue and even indigestion",4,3,6,0,2,"drug reduc frequenc acid reflux event associ pain","day experienc sever muscl ach leg difficulti climb stair also overwhelm fatigu even indigest"
"sular",9,"Moderately Effective","No Side Effects","mild depression","Lowered blood pressure.  This was the last prescribed medication for out of control high blood pressure.  Apparently, it takes all three of the medications


to work together. With all of them, my blood pressure is within normal guidelines (or very close), but without any one of them, there is an immediate rise","None, or at least not enough to be bothersome",1,3,8,1,5,"lower blood pressur last prescrib medic control high blood pressur appar take three medic work togeth blood pressur within normal guidelin close without one immedi rise","none least enough bothersom"
"crestor",10,"Highly Effective","No Side Effects","high cholesterol","After 60 days on Crestor, 5 mg. per day, in combination with changes to my diet, my LDL (bad) cholesterol fell from 180 mg/dL (high risk) to 95 mg/dL (optimal), a drop of nearly half.  My triglyceride levels were reduced as well.","One side effect my doctor warned me to watch for was loss of muscle density.  I work out with weights usually three times a week.  I noticed no loss of muscle size, tone, or strength while taking Crestor.",1,5,10,1,5,"60 day crestor 5 mg per day combin chang diet ldl bad cholesterol fell 180 mgdl high risk 95 mgdl optim drop near half triglycerid level reduc well","one side effect doctor warn watch loss muscl densiti work weight usual three time week notic loss muscl size tone strength take crestor"
